MAPPING_ENTITY,DSN,DOMAIN_NAME,INTERFACE_NAME,SOURCE_TABLE_NAME,SOURCE_COLUMN_NAME,COMREFTRAN,BUSINESS_UNIT
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,SNOWFLAKE_CREATEDDTM,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,"CONSIGNEE_NAME,LV1.LOOKUP_VALUE,LV2.LOOKUP_VALUE,CONSIGNEE_ZIPCODE",COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,POD,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_CONSIGNEE_XREF,CONSIGNEE_ADJ,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_CONSIGNEE_XREF,CORRECT_CONSIGNEE_COUNTRY,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,SNOWFLAKE_MODIFIEDDTM,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,CONSIGNEE_NAME,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,DSN,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,LOOKUP_VALUES,LOOKUP_VALUE,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_CONSIGNEE_XREF,CORRECT_CONSIGNEE_CITY,COMREF,SCBI
CONSIGNEE,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,DESTINATION,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_PORT_CITIES_XREF,PORT_CODE,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,POD,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,SNOWFLAKE_MODIFIEDDTM,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,POL,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,DSN,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_PORT_CITIES_XREF,PORT_CITY,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,SNOWFLAKE_CREATEDDTM,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_PORT_CITIES_XREF,PORT_COUNTRY,COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,"POL ,POD",COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,"POL , POD",COMREF,SCBI
PORT_LOCATION,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,SNOWFLAKE_CREATEDDTM,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_SHIPPER_XREF,CORRECT_SHIPPER_CITY,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,ORIGIN,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,SHIPPER_ZIPCODE,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,DSN,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_SHIPPER_XREF,CORRECT_SHIPPER_COUNTRY,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,POL,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,LOOKUP_VALUES,LOOKUP_VALUE,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,SHIPPER_NAME,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_SHIPPER_XREF,CORRECT_SHIPPER_ADDRESS,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_SHIPPER_XREF,SHIPPER_NAME_ADJ,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_ACL_SHIPMENT,SNOWFLAKE_MODIFIEDDTM,COMREF,SCBI
SHIPPER,ACL,LOGISTICS,Logistics,TA_SHIPPER_XREF,CORRECT_SHIPPER_ZIP,COMREF,SCBI
LOCATION,APOLLO,LOCATION,Location,GER_REVENDA,NOME_FANTASIA,COMREF,AAI
LOCATION,APOLLO,LOCATION,Location,GER_REVENDA,HDISDELETEDRECORD,COMREF,AAI
LOCATION,APOLLO,LOCATION,Location,,,COMREF,AAI
LOCATION,APOLLO,LOCATION,Location,GER_REVENDA,REVENDA,COMREF,AAI
LOCATION,APOLLO,LOCATION,Location,GER_REVENDA,DL_HDP_MODIFIEDDTM,COMREF,AAI
LOCATION,APOLLO,LOCATION,Location,GER_REVENDA,DL_HDP_CREATEDDTM,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,UTILIZACAO_ITEM,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,,,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,HDISDELETEDRECORD,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,ITEM_ESTOQUE_PUB,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,DL_HDP_MODIFIEDDTM,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,UNIDADE_MEDIDA,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,PRECO_ALTERNATIVO,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,DES_ITEM_ESTOQUE,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,DTA_DO_CADASTRO,COMREF,AAI
PRODUCT,APOLLO,PRODUCT,Product,PEC_ITEM_ESTOQUE,DL_HDP_CREATEDDTM,COMREF,AAI
SUPPLIER,APOLLO,SUPPLIER,SUPPLIER,FAT_CLIENTE,DL_HDP_MODIFIEDDTM,COMREF,AAI
SUPPLIER,APOLLO,SUPPLIER,SUPPLIER,,,COMREF,AAI
SUPPLIER,APOLLO,SUPPLIER,SUPPLIER,FAT_CLIENTE,HDISDELETEDRECORD,COMREF,AAI
SUPPLIER,APOLLO,SUPPLIER,SUPPLIER,FAT_CLIENTE,DL_HDP_CREATEDDTM,COMREF,AAI
SUPPLIER,APOLLO,SUPPLIER,SUPPLIER,FAT_CLIENTE,CLIENTE,COMREF,AAI
SUPPLIER,APOLLO,SUPPLIER,SUPPLIER,FAT_CLIENTE,NOME,COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,"""Category 4""",COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,SNOWFLAKE_MODIFIEDDTM,COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,"""Category 3""",COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,SNOWFLAKE_CREATEDDTM,COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,DSN,COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,,COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,"""Supplier Number""",COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,"""Category 2""",COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,FLT_Indirect_Supplier_Category_Mapping,"""Category 1""",COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,," ",COMREF,AAI
SPEND_CATEGORY,ARIBA,PROCUREMENT,Procurement,,,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,FND_USER,USER_NAME,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,CALENDAR_CODE,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,SEQ_NUM,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,CREATION_DATE,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,DESCRIPTION,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,NEXT_DATE,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,CALENDAR_START_DATE,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,"SR_INSTANCE_ID,CALENDAR_DATE,CALENDAR_CODE,EXCEPTION_SET_ID",COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,SR_INSTANCE_ID,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,PRIOR_DATE,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,DELETED_FLAG,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,NEXT_SEQ_NUM,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,CALENDAR_DATE,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,CALENDAR_END_DATE,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,PRIOR_SEQ_NUM,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,EXCEPTION_SET_ID,COMREF,AAI
CALENDER_DATE,ASCP,ALL,,MSC_CALENDAR_DATES,LAST_UPDATE_DATE,COMREF,AAI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,SEQ_NUM,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,WEEK_START_DATE,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,FND_USER,USER_NAME,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,EXCEPTION_SET_ID,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,CALENDAR_CODE,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,"CALENDAR_CODE
SR_INSTANCE_ID
EXCEPTION_SET_ID
WEEK_START_DATE",COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,SR_INSTANCE_ID,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,CREATION_DATE,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,PRIOR_DATE,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,LAST_UPDATE_DATE,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,,,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,HDISDELETEDRECORD,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,,COMREF,SCBI
CALENDER_WEEK,ASCP,ALL,,MSC_CAL_WEEK_START_DATES,NEXT_DATE,COMREF,SCBI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,PARTNER_NAME,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,FND_USER,USER_NAME,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,sr_tp_id,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNERS,CREATION_DATE,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,DSN,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,ORGANIZATION_CODE,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,"PARTNER_ID, SR_INSTANCE_ID",COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,PARTNER_ID,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,"SR_INSTANCE_ID, ORGANIZATION_CODE",COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,PARTER_NUMBER,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,SR_INSTANCE_ID,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,,,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,LAST_UPDATE_DATE,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,CUSTOMER_TYPE,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,STATUS,COMREF,AAI
CUSTOMER,ASCP,CUSTOMER,Customer,msc_trading_partners,HDISDELETEDRECORD,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,SHIPPING_CONTROL,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,CREATION_DATE,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,PARTNER_TYPE,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,SR_INSTANCE_ID,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,POSTAL_CODE,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,PARTNER_ID,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,PARTNER_ADDRESS,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,,,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,STATE,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,DSN,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,HDISDELETEDRECORD,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,LAST_UPDATE_DATE,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,FND_USER,USER_NAME,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,SR_TP_SITE_ID,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,COUNTRY,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,LOCATION,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,PARTNER_SITE_ID,COMREF,AAI
CUSTOMER_BILL_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,CITY,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,CREATION_DATE,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,SHIPPING_CONTROL,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,LOCATION,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,FND_USER,USER_NAME,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,POSTAL_CODE,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,,,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,PARTNER_SITE_ID,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,STATE,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,LAST_UPDATE_DATE,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,PARTNER_ADDRESS,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,DSN,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,CITY,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,HDISDELETEDRECORD,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,SR_TP_SITE_ID,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,COUNTRY,COMREF,AAI
CUSTOMER_SHIP_TO_LOCATION,ASCP,CUSTOMER,Customer,MSC_TRADING_PARTNER_SITES,SR_INSTANCE_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,ORGANIZATION_CODE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,SR_INSTANCE_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,ORGANIZATION_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,CALENDAR_CODE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,Partner_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,organization_code,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,PARTNER_NAME,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,LAST_UPDATE_DATE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,CREATION_DATE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,LAST_UPDATE_DATE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,PLAN_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,DISABLE_DATE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,HDISDELETEDRECORD,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,PARTNER_NUMBER,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,,,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,CREATION_DATE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,,ORGANIZATION_CODE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,ORGANIZATION_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,CALENDAR_CODE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,CURRENCY_CODE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,DSN,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,FND_USER,USER_NAME,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,HDISDELETEDRECORD,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,DSN,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,SR_INSTANCE_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,DSN,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,SR_TP_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,CREATION_DATE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,ORGANIZATION_CODE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_TRADING_PARTNERS,SR_INSTANCE_ID,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,MSC_PLAN_ORGANIZATIONS,LAST_UPDATE_DATE,COMREF,AAI
ORGANIZATION,ASCP,LOCATION,Organization,XXC07755_ORGS_D_STG,HDISDELETEDRECORD,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,CURR_CUTOFF_DATE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,CURR_START_DATE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,CUTOFF_DATE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,CURR_PLAN_TYPE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,SR_INSTANCE_ID,COMREF,AAI
PLAN,ASCP,,,,,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,PLAN_ID,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,ARCHIVE_FLAG,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,PLAN_START_DATE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,PLAN_COMPLETION_DATE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,COPY_PLAN_ID,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,SCHEDULE_DESIGNATOR,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,CURR_SCHEDULE_TYPE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,LAST_UPDATE_DATE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,ORGANIZATION_ID,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,CREATION_DATE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,CURR_SCHEDULE_DESIGNATOR,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,COPY_PLAN,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,HDISDELETEDRECORD,COMREF,AAI
PLAN,ASCP,,,FND_USER,USER_NAME,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,SCHEDULE_TYPE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,CONSTRAINED_MODE,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,COMPILE_DESIGNATOR,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,DESCRIPTION,COMREF,AAI
PLAN,ASCP,,,MSC_PLANS,PLAN_TYPE,COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,SR_INSTANCE_ID,COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,CREATION_DATE,COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,HDISDELETEDRECORD,COMREF,AAI
PLANNER,ASCP,,,FND_USER,USER_NAME,COMREF,AAI
PLANNER,ASCP,,,,,COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,"SR_INSTANCE_ID, ORGANIZATION_ID, PLANNER_CODE",COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,PLANNER_CODE,COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,DESCRIPTION,COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,EMPLOYEE_ID,COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,ORGANIZATION_ID,COMREF,AAI
PLANNER,ASCP,,,MSC_PLANNERS,LAST_UPDATE_DATE,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,Plan_Completion_Date,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,LAST_UPDATE_DATE,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,PLAN_NAME,COMREF,AAI
PLAN_RUN,ASCP,,,,,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,PLAN_RUN_NAME,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,PLAN_ID,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,CREATION_DATE,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,HDISDELETEDRECORD,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,PLAN_RUN_ID,COMREF,AAI
PLAN_RUN,ASCP,,,FND_USER,USER_NAME,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,SR_INSTANCE_ID,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,PLAN_TYPE,COMREF,AAI
PLAN_RUN,ASCP,,,MSC_PLAN_RUNS,ORGANIZATION_ID,COMREF,AAI
